Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Spanish Minor,18,SPAN 297,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 299,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 300,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 305,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 314,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 316,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 353,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 354,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 355,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 356,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 397,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 399,N/A,,Select 3 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 410,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 412,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 413,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 418,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 420,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 439,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 472,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 474,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
Spanish Minor,18,SPAN 476,N/A,,Select 6 Credits,"Courses that do not require knowledge of Spanish may not be counted toward the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Heritage speakers (students with Spanish language in family background) and native speakers of Spanish should take SPAN 100A and SPAN 301 instead of SPAN 100 and SPAN 200. May not take SPAN 410.; SPAN 199, SPAN 299, SPAN 399, and SPAN 499 (Study Abroad - Spanish) and SPAN 197, SPAN 297, SPAN 397, SPAN 497 (Special Topics Courses) may also be applied to the Spanish minor and will be substituted for the appropriate course by the Spanish minor adviser. All courses taken abroad must be taught in Spanish.; NOTE: SPAN 130, SPAN 131, SPAN 230 and any course that does not require a knowledge of Spanish do not count toward the Spanish minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/spanish-minor/
